title,genres,year,rating
"I, Leonardo",Drama,2019.0,2.0
"I, Madman",Horror,1989.0,2.59
"I, Me aur Main",Drama,2013.0,4.0
"I, Monster",Horror|Sci-Fi,1971.0,2.59
"I, Olga Hepnarova",Drama,2016.0,3.11
"I, Pet Goat II",(no genres listed),2012.0,2.77
"I, Robot",Action|Adventure|Sci-Fi|Thriller,2004.0,3.48
"I, Tonya",Drama,2017.0,3.76
"I, Zombie: The Chronicles of Pain",Drama|Horror,1998.0,3.5
"I, a Man",Drama,1967.0,2.5
"I, a Woman",Drama,1965.0,2.75
"I, an Actress",Comedy|Documentary|Drama,1977.0,3.0
"I, the Jury",Crime|Drama|Thriller,1982.0,3.07
"I, the Worst of All (Yo, la peor de todas)",Drama,1990.0,3.12
I-94,(no genres listed),1974.0,4.0
I-Be Area,(no genres listed),2007.0,4.3
I-Lived,Horror|Mystery|Thriller,2015.0,2.06
I-See-You.Com,Comedy,2006.0,2.17
I... Dreaming,(no genres listed),1988.0,2.5
I.C.U.,Horror|Thriller,2009.0,1.0
I.D.,Crime|Drama,1995.0,3.5
I.D.,Drama,2012.0,4.0
I.O.U.S.A. (a.k.a. IOUSA),Documentary,2008.0,3.66
I.Q.,Comedy|Romance,1994.0,3.21
I.T.,Drama,2016.0,2.76
ID:A,Crime|Thriller,2011.0,3.44
III,Drama|Horror|Thriller,2015.0,2.1
IMAX - Roving Mars,Documentary,2006.0,3.5
IMAX - The Dream Is Alive,Documentary,1985.0,4.0
IMAX - The Magic of Flight,Documentary,1996.0,3.2
IMAX: Coral Reef Adventure,Children|Documentary|IMAX,2003.0,3.38
IMAX: Galapagos 3D,Documentary,1999.0,3.0
IMAX: Hubble 3D,Documentary|IMAX,2010.0,3.65
INAATE/SE/,Documentary,2016.0,2.0
INU-OH,Animation|Drama,2021.0,2.87
IO,Sci-Fi,2019.0,2.57
IP5: The Island of Pachyderms,Drama,1992.0,2.25
ISRA 88,Adventure|Mystery|Sci-Fi|Thriller,2016.0,2.67
IUVENTA,Documentary,2018.0,4.0
IWOW: I Walk on Water,Documentary,2020.0,4.5
IXE-13,Comedy,1972.0,4.0
Iberia,Musical,2005.0,4.0
Ibiza,Comedy,2019.0,2.08
Ibiza,Comedy|Romance,2018.0,2.53
Ibiza Undead,Action|Comedy|Horror,2016.0,1.0
Iblard Jikan,Animation|Fantasy,2007.0,3.36
Icahn: The Restless Billionaire,Documentary,2022.0,3.57
Icaros: A Vision,Drama,2017.0,3.5
Icarus,Adventure|Drama|Sci-Fi,2016.0,2.5
Icarus,Documentary,2017.0,3.99
Ice,Action|Adventure,1998.0,1.5
Ice,Comedy|Romance,2018.0,2.98
Ice,Drama,1970.0,3.5
Ice,Drama|Fantasy|Romance,2016.0,3.25
Ice 2,Drama|Romance,2020.0,2.67
Ice 2020,Action|Sci-Fi|Thriller,2011.0,1.5
Ice Age,Adventure|Animation|Children|Comedy,2002.0,3.53
Ice Age,Drama,2015.0,3.12
Ice Age 2: The Meltdown,Adventure|Animation|Children|Comedy,2006.0,3.24
Ice Age 4: Continental Drift,Adventure|Animation|Comedy,2012.0,3.16
Ice Age Continental Drift: Scrat Got Your Tongue,Animation,2012.0,3.75
Ice Age: A Mammoth Christmas,Adventure|Animation|Children,2011.0,3.2
Ice Age: Collision Course,Adventure|Animation|Children|Comedy,2016.0,2.91
Ice Age: Dawn of the Dinosaurs,Action|Adventure|Animation|Children|Comedy|Romance,2009.0,3.27
Ice Age: The Great Egg-Scapade,Adventure|Animation|Children|Comedy,2016.0,3.08
Ice Blues,Crime|Drama|Mystery|Thriller,2008.0,2.33
Ice Bound,Drama,2003.0,2.12
Ice Castles,Drama,1978.0,2.87
Ice Castles,Drama|Romance,2010.0,3.15
Ice Cream,(no genres listed),1993.0,1.5
Ice Cream Man,Documentary,2020.0,4.0
Ice Cream in the Cupboard,(no genres listed),2019.0,0.5
"Ice Cream, I Scream",(no genres listed),2006.0,3.5
Ice Dreams,Children|Drama|Romance,2009.0,2.0
Ice Flower,Drama|Romance,2004.0,2.62
Ice Girls,(no genres listed),2016.0,4.0
Ice Guardians,Documentary,2016.0,3.42
"Ice Harvest, The",Action|Comedy|Crime|Thriller,2005.0,3.1
"Ice House, The",Drama|Mystery|Thriller,1997.0,3.62
Ice Men,Drama,2004.0,2.8
Ice Merchants,Animation,2022.0,3.75
Ice Mother,Comedy|Drama|Romance,2017.0,3.14
Ice Palace,Drama|Mystery,1987.0,2.67
"Ice Pirates, The",Action|Adventure|Comedy|Sci-Fi,1984.0,2.94
Ice Poison,(no genres listed),2014.0,3.0
Ice Princess,Children|Comedy|Drama,2005.0,3.13
Ice Quake ,Action|Sci-Fi|Thriller,2010.0,2.8
Ice Queen,Horror|Thriller,2005.0,0.5
"Ice Rink, The (La patinoire)",Comedy|Romance,1998.0,3.0
Ice Road Terror,Action|Horror,2011.0,2.0
Ice Sculpture Christmas,Romance,2015.0,3.12
Ice Sharks,Action|Adventure|Horror|Sci-Fi,2016.0,1.88
Ice Soldiers,Action|Sci-Fi,2013.0,2.25
Ice Spiders,Horror|Sci-Fi|Thriller,2007.0,1.93
Ice Station Zebra,Action|Thriller,1968.0,3.2
"Ice Storm, The",Drama,1997.0,3.76
Ice Twisters,Action|Sci-Fi,2009.0,3.12
Ice and the Sky,Documentary,2015.0,2.5
Ice on Fire,Documentary,2019.0,4.0
Ice-Cold in Alex,Adventure|Drama|War,1958.0,3.65
Iceberg Slim: Portrait of a Pimp,(no genres listed),2013.0,3.1
"Iceberg, L'",Comedy,2005.0,3.48
Icebox,Drama,2018.0,3.5
Icebreaker,Action|Adventure|Drama,2016.0,3.04
Icebreaker,Action|Adventure|Thriller,2000.0,1.8
Iceland,(no genres listed),1942.0,3.0
Iceland Is Best,Drama,2020.0,1.25
Iceman,Action|Comedy|Sci-Fi,2014.0,2.78
Iceman,Adventure|Drama,2017.0,3.77
Iceman,Drama|Sci-Fi,1984.0,3.09
"Iceman Cometh, The",Drama,1973.0,3.43
"Iceman, The",Crime|Drama|Thriller,2012.0,3.33
Iceman: The Time Traveler,Action|Comedy,2018.0,1.88
"Ich Chef, Du Turnschuh",Comedy|Drama,1998.0,5.0
Ich bin dann mal weg,Comedy|Drama,2015.0,2.88
Ich gehöre ihm,Drama,2017.0,1.0
Ich und Kaminski,Drama,2015.0,2.88
Ich war noch niemals in New York,Comedy|Romance,2019.0,2.5
Ichi,Action,2008.0,3.45
Ichi the Killer (Koroshiya 1),Action|Comedy|Crime|Drama|Horror|Thriller,2001.0,3.47
Ichthys,Animation,2005.0,3.2
"Icicle Thief, The (Ladri di saponette)",Comedy|Fantasy,1989.0,3.48
"Ico, the Brave Horse",Adventure|Animation|Children|Drama|Fantasy|Mystery|Romance,1987.0,3.5
Icon,Action|Adventure|Crime|Drama|Thriller,2005.0,3.0
Ida,Drama,2013.0,3.75
Ida Red,Crime|Drama|Thriller,2021.0,2.0
Idag Röd,Crime|Thriller,1987.0,3.0
Idaho Transfer,Sci-Fi,1973.0,1.86
Iddarammayilatho,Action|Comedy|Romance,2013.0,2.67
Ideal Home,Comedy|Drama,2018.0,3.05
"Ideal Husband, An",Comedy,1947.0,3.58
"Ideal Husband, An",Comedy|Romance,1999.0,3.74
Idel ädel adel,Comedy,1945.0,3.0
Identical,Thriller,2011.0,4.25
Identicals,Sci-Fi,2015.0,2.32
Identification Marks: None (Rysopis) ,Drama,1965.0,2.83
Identification of a Woman (Identificazione di una donna),Drama,1982.0,3.28
Identifying Features,Drama,2020.0,2.81
Identikit,Drama,1974.0,3.0
Identity,Crime|Horror|Mystery|Thriller,2003.0,3.61
Identity Card,Comedy|Drama,2010.0,3.75
Identity Theft,Crime|Drama,2007.0,4.0
Identity Thief,Comedy|Crime,2013.0,2.93
"Ides of March, The",Drama,2011.0,3.55
Idharkuthane Aasaipattai Balakumara,Comedy|Romance,2013.0,5.0
Idiocracy,Adventure|Comedy|Sci-Fi|Thriller,2006.0,3.42
Idiot,Action|Comedy|Romance,2002.0,3.5
Idiot Box,Crime|Drama,1996.0,3.19
"Idiot Returns, The (Návrat idiota)",Comedy|Drama|Romance,1999.0,3.38
Idiot in Paris,Comedy,1967.0,3.17
Idiot's Delight,Comedy|Drama|Musical|Romance,1939.0,3.0
Idiots and Angels,Animation|Drama|Fantasy,2008.0,3.41
"Idiots, The (Idioterne)",Comedy|Drama,1998.0,3.56
"Idle Class, The",Comedy,1921.0,3.12
Idle Hands,Comedy|Horror,1999.0,2.79
Idlers of the Fertile Valley,(no genres listed),1978.0,3.62
Idlewild,Crime|Drama|Musical,2006.0,2.96
Idol,Thriller,2019.0,3.0
Idol of the Crowds,Drama|Romance,1937.0,3.0
If Anything Happens I Love You,Animation|Drama,2020.0,3.62
If Beale Street Could Talk,Drama|Romance,2018.0,3.56
If Cats Disappeared From the World,Drama,2016.0,3.59
If Footmen Tire You What Will Horses Do?,Drama,1971.0,2.06
If From Every Tongue it Drips,Documentary,2021.0,3.5
If God Is Willing and da Creek Don't Rise,Documentary,2010.0,3.41
"If I Can’t Have Love, I Want Power",Fantasy,2021.0,1.5
If I Didn't Care,Mystery,2007.0,2.5
If I Die Before I Wake,Crime|Horror|Thriller,2001.0,0.5
If I Forget,(no genres listed),2017.0,4.0
If I Had Four Dromedaries,Documentary,1966.0,3.7
If I Had My Way,(no genres listed),1940.0,0.5
If I Had Wings,Drama,2013.0,3.79
If I Had a Million,Comedy|Drama,1932.0,3.35
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Documentary,2018.0,3.61
If I Should Die Before I Wake,Drama|Horror|Thriller,1952.0,3.5
If I Stay,Drama,2014.0,3.46
"If I Want to Whistle, I Whistle (Eu cand vreau sa fluier, fluier)",Drama,2010.0,3.02
If I Were King,Adventure,1938.0,3.1
If I Were You,Comedy|Drama,2012.0,3.72
If I Were You (Se Eu Fosse Você),Comedy,2006.0,2.98
If I Were You 2,Comedy,2009.0,2.9
If I Were a Boy,Comedy,2017.0,1.71
If I Were a Rich Man,Comedy,2002.0,3.46
If I Were a Rich Man,Comedy,2019.0,2.75
"If It Don't Fit, Use a Bigger Hammer",Comedy,2002.0,3.0
"If It's Tuesday, This Must Be Belgium",Comedy|Drama,1969.0,2.92
If Looks Could Kill,Action|Comedy,1991.0,2.75
If Lucy Fell,Comedy|Romance,1996.0,3.01
"If Not Now, When",Drama,2020.0,1.08
If Only,Comedy|Drama,2020.0,3.0
If Only,Drama|Fantasy|Romance|Thriller,2004.0,3.46
If Only,Drama|Mystery|Romance,2013.0,3.5
If Someone Had Known,Drama,1995.0,5.0
If There Be Thorns,Drama,2015.0,2.58
If There's a Hell Below,Drama|Mystery|Thriller,2016.0,2.0
If These Walls Could Sing,Documentary,2022.0,2.5
If These Walls Could Talk 2,Drama|Romance,2000.0,3.56
If Tomorrow Comes,Crime|Drama|Mystery,1986.0,3.57
If We Had No Moon,(no genres listed),1999.0,3.5
If Winter Comes,Drama,1947.0,4.0
If You Are the One,Comedy|Romance,2008.0,3.76
If You Believe,Drama,1999.0,3.5
If You Build It,Documentary,2014.0,3.9
If You Could Only Cook,Comedy|Romance,1935.0,3.53
If You Could See What I Hear,Comedy|Drama|Romance,1982.0,3.23
"If You Die, I'll Kill You",Comedy|Drama,2011.0,3.0
If You Don't Stop It... You'll Go Blind!!!,Comedy,1975.0,3.75
"If You Don't, I Will",Comedy,2014.0,2.71
If You Love (Jos rakastat),Drama|Musical|Romance,2010.0,2.75
If You Love This Planet,Documentary,1982.0,3.5
If You Meet Sartana Pray for Your Death,Western,1968.0,2.96
If You Only Knew,Comedy|Romance,2000.0,3.12
If You Want to Live... Shoot!,Western,1968.0,3.25
If You Were Me,Drama,2003.0,4.0
If You Were Young: Rage,Drama,1970.0,4.0
If You're Gone,Drama,2019.0,2.0
"If You're Not In The Obit, Eat Breakfast",Documentary,2017.0,3.14
If a Man Answers,Comedy,1962.0,3.43
If a Tree Falls: A Story of the Earth Liberation Front,Documentary,2011.0,3.67
If the Shoe Fits,Comedy|Romance,1990.0,2.62
If....,Drama,1968.0,3.74
Igby Goes Down,Comedy|Drama,2002.0,3.53
Igelak (Frogs),Comedy,2016.0,2.5
Ignatius of Loyola,Action|Drama|Romance|War,2016.0,3.25
Ignition,Action|Drama,2001.0,1.9
Ignore It,Horror,2021.0,5.0
Igor,Animation|Comedy,2008.0,2.84
Igor and the Lunatics,Horror,1985.0,0.5
Iguana,Drama|Horror|Thriller,1988.0,3.25
Ihr könnt euch niemals sicher sein,Drama,2008.0,3.5
Ikar and Sages,Animation,1976.0,3.44
Ikar. Legenda Mietka Kosza,(no genres listed),2019.0,2.0
Ike: Countdown to D-Day,Action|Adventure|Drama|War,2004.0,3.02
Ikingut,(no genres listed),2000.0,2.33
Ikiru,Drama,1952.0,4.12
Ikwé,Drama|Fantasy,2009.0,3.0
Iké Boys,Fantasy,2022.0,1.5
Il  vangelo secondo Simone e Matteo,(no genres listed),1976.0,2.5
Il Bi e il Ba,(no genres listed),1986.0,3.0
Il Boemo,Drama,2022.0,2.0
Il Gaucho,Comedy,1964.0,4.0
Il Giovane Normale,Comedy,1969.0,2.5
Il Mare (Siworae),Fantasy|Romance|Sci-Fi,2000.0,3.74
Il Paramedico,(no genres listed),1982.0,3.25
Il Presidente del Borgorosso Football Club,(no genres listed),1970.0,4.0
Il Primo Re,Action,2019.0,3.32
Il Ragazzo di Campagna,Comedy,1984.0,3.42
Il Ras del Quartiere,Comedy,1983.0,1.5
Il Solengo,Documentary,2016.0,3.3
Il Successo,Comedy,1963.0,4.12
Il bambino cattivo,(no genres listed),2013.0,4.0
Il bell'Antonio,Drama,1960.0,3.92
Il buco,Drama,2021.0,3.88
Il cappotto di legno,(no genres listed),1981.0,0.5
Il caso Moro,Drama,1986.0,3.12
Il castello,(no genres listed),2011.0,3.25
Il cavaliere misterioso,(no genres listed),1948.0,2.5
Il cielo in una stanza,(no genres listed),1999.0,2.5
Il cielo è sempre più blu,(no genres listed),1997.0,4.0
Il commissario Lo Gatto,(no genres listed),1987.0,3.17
Il comune senso del pudore,Comedy,1976.0,3.75
Il conte Max,Comedy,1957.0,2.75
Il cosmo sul comò,Comedy,2008.0,2.36
Il cuore grande delle ragazze,(no genres listed),2011.0,2.0
Il delitto di Giovanni Episcopo,Drama,1947.0,3.5
Il dono,Documentary,2003.0,3.75
Il dottor Churkill,(no genres listed),1941.0,3.5
Il figlio più piccolo,(no genres listed),2010.0,1.75
Il fiore dai petali d'acciaio,Thriller,1973.0,1.33
Il giocattolo,(no genres listed),1979.0,4.0
Il giorno in più,Comedy,2011.0,3.33
Il grande freddo,(no genres listed),1971.0,4.0
Il grande giorno,Comedy,2022.0,3.0
Il grande spirito,Comedy|Drama,2019.0,3.17
Il lupo di mare,Comedy,1987.0,2.0
Il lupo e l'agnello,(no genres listed),1980.0,3.25
Il maestro di Vigevano,(no genres listed),1963.0,3.33
Il mantenuto,(no genres listed),1961.0,4.0
Il mare,Drama,1962.0,3.17
Il medico della mutua,Comedy,1968.0,3.21
Il minestrone,Comedy,1981.0,2.5
Il mistero di Bellavista,Comedy,1985.0,3.5
Il mistero di Lovecraft - Road to L.,Horror,2005.0,2.5
Il mondo sulle spalle,Drama,2019.0,1.5
Il mulino del Po,(no genres listed),1949.0,3.0
Il nascondiglio,Horror|Mystery|Thriller,2007.0,3.0
Il nome del figlio,Comedy,2015.0,2.62
Il padre d'Italia,Drama,2017.0,3.0
Il padrone e l'operaio,Comedy,1975.0,3.0
Il pelo nel mondo,Documentary,1964.0,1.33
Il pesce innamorato,(no genres listed),1999.0,4.0
Il piccolo diavolo,Comedy|Fantasy|Romance,1988.0,3.5
Il portaborse,(no genres listed),1991.0,3.4
Il premio,(no genres listed),2017.0,3.0
Il pretore,Comedy|Drama,2014.0,2.0
Il primo incarico,Drama,2011.0,2.67
Il principe abusivo,Comedy,2013.0,2.58
"Il prof. Dott. Guido Tersilli, primario della clinica Villa Celeste convenzionata con le mutue",Comedy|Drama,1969.0,3.62
Il resto di niente,(no genres listed),2004.0,4.0
"Il ricco, il povero e il maggiordomo",Comedy,2014.0,2.61
Il ritorno del Monnezza,Comedy,2005.0,1.0
Il ritorno di Cagliostro,Comedy,2003.0,4.0
Il rosso e il blu,(no genres listed),2012.0,3.0
Il sindacalista,Comedy,1972.0,1.5
Il sole nella pelle,Drama|Romance,1972.0,3.0
Il talento del calabrone,Thriller,2020.0,3.25
Il tassinaro,(no genres listed),1983.0,3.5
Il terrorista,(no genres listed),1963.0,3.75
Il terzo tempo,(no genres listed),2013.0,3.0
Il trionfo di Robin Hood,Adventure,1962.0,1.5
Il tuttofare,Comedy,2018.0,3.5
Il viale della speranza,(no genres listed),1953.0,2.5
Il vichingo venuto dal sud,(no genres listed),1971.0,3.0
Il vigile,(no genres listed),1960.0,3.9
Iliza Shlesinger: Confirmed Kills,Comedy,2016.0,3.32
Iliza Shlesinger: Elder Millennial,Comedy,2018.0,3.31
Iliza Shlesinger: Freezing Hot,Comedy,2015.0,3.16
Iliza Shlesinger: Hot Forever,Comedy,2022.0,3.0
Iliza Shlesinger: Unveiled,Comedy,2019.0,3.12
Iliza Shlesinger: War Paint,Comedy,2013.0,3.07
Ill Gotten Gains,Drama,1997.0,2.19
Ill Manors,Crime|Drama,2012.0,3.47
Ill-Fated Love (Doomed Love) (Amor de Perdição),Drama|Romance,1979.0,3.5
Illang: The Wolf Brigade,Action|Sci-Fi|Thriller,2018.0,2.95
Illegal,Crime|Drama|Film-Noir,1955.0,3.1
Illegal,Drama,2011.0,3.8
Illegal Tender,Crime|Drama|Thriller,2007.0,2.53
Illegal in Blue,(no genres listed),1995.0,2.5
Illegally Yours,Comedy|Romance,1988.0,2.5
Illegitimate,Drama,2016.0,3.65
Illicit,Drama|Romance,1931.0,2.83
Illicit,Thriller,2017.0,1.5
Illicit Dreams,Action|Documentary|Drama|Thriller,1994.0,2.5
Illiterate,Drama,2013.0,4.5
Illtown,Crime|Drama,1996.0,2.85
Illuminata,Comedy,1998.0,3.02
Illuminate,Sci-Fi,2020.0,2.5
Illuminated Texts,Documentary,1982.0,3.0
Illumination,Drama,1973.0,3.66
Illumination Presents: Minions Holiday Special,Animation|Children|Comedy,2020.0,2.88
Illusion,Drama|Romance,2004.0,4.5
Illusion Of Blood,Fantasy|Horror,1965.0,2.88
"Illusion Travels by Streetcar (Ilusión viaja en tranvía, La)",Adventure|Comedy|Drama,1954.0,3.56
"Illusionist, The",Drama|Fantasy|Mystery|Romance,2006.0,3.81
"Illusionist, The (L'illusionniste)",Animation,2010.0,3.67
Illusions,Drama,1982.0,1.75
Illusions,Drama|Thriller,1992.0,3.67
"Illustrated Man, The",Sci-Fi,1969.0,2.75
Illustrious Corpses (Cadaveri eccellenti),Crime|Mystery|Thriller,1976.0,3.61
Ilo Ilo,Drama,2013.0,3.74
Iloinen Linnanmäki,Children|Comedy,1960.0,0.5
"Ilsa, Harem Keeper of the Oil Sheiks",Action|Thriller,1976.0,1.94
"Ilsa, She Wolf of the SS",Horror,1974.0,2.65
"Ilsa, the Tigress of Siberia",Horror|Thriller,1977.0,2.5
"Ilsa, the Wicked Warden",Drama|Horror,1977.0,1.92
Ilya Muromets i Solovey Razboynik,Animation|Comedy|Drama,2007.0,3.28
Im Bade,Comedy|Drama,1910.0,3.0
Im Netz,Drama|Thriller,2013.0,4.0
Image,Drama|Thriller,2014.0,2.75
Image Makers: The Adventures of America’s Pioneer Cinematographers,Documentary,2019.0,3.2
Images,Drama|Fantasy|Horror,1972.0,3.5
Images of a Relief,Drama|War,1982.0,3.7
Images of the Unconscious,(no genres listed),1986.0,3.0
Images of the World and the Inscription of War (Bilder der Welt und Inschrift des Krieges),Documentary|War,1989.0,4.08
Imaginaerum,Fantasy|Musical,2012.0,3.25
"Imaginarium of Doctor Parnassus, The",Drama|Fantasy,2009.0,3.38
Imaginary Crimes,Drama,1994.0,3.14
Imaginary Friend,Thriller,2012.0,2.5
Imaginary Heroes,Comedy|Drama,2004.0,3.5
Imaginary Witness: Hollywood and the Holocaust ,Documentary,2004.0,3.5
Imagination,Drama|Fantasy|Sci-Fi,2008.0,2.75
Imagine,Documentary,1972.0,3.0
Imagine,Drama,2012.0,3.76
Imagine I'm Beautiful,Drama,2014.0,4.0
Imagine Me & You,Comedy|Drama|Romance,2005.0,3.49
Imagine That,Comedy|Drama|Fantasy,2009.0,2.88
Imagine You & Me,Comedy|Romance,2016.0,4.0
Imagine the Sound,(no genres listed),1981.0,4.25
Imagine: John Lennon,Documentary,1988.0,3.78
Imagining Argentina,Drama|Romance|Thriller,2003.0,2.83
Imago mortis,Horror,2009.0,2.5
Imaikkaa Nodigal,Action|Crime|Drama|Thriller,2018.0,3.33
Imani,Action,2023.0,3.0
Imbued Life,Animation,2019.0,3.11
Imitation General,Comedy|War,1958.0,2.75
Imitation Girl,Drama|Sci-Fi,2017.0,3.06
Imitation of Life,Drama|Romance,1934.0,3.35
Imitation of Life,Drama|Romance,1959.0,3.72
Immaculate Conception of Little Dizzle,Comedy,2009.0,3.32
Immanence,Horror|Thriller,2022.0,1.61
Immanuel,Children|Drama,2013.0,3.75
"Immature, The (Immaturi)",Comedy,2011.0,3.28
Immediate Family,Drama,1989.0,2.99
Immenhof - The Adventure of a Summer,Children|Drama,2019.0,3.0
Immensee,Drama,1943.0,3.75
Immer nie am Meer,Comedy,2007.0,3.33
Immersion,Thriller,2021.0,3.0
"Immigrant, The",Comedy,1917.0,3.59
"Immigrant, The",Drama|Romance,2013.0,3.25
Immigrants (L.A. Dolce Vita),Animation,2008.0,3.17
Immigration Game,Action|Drama|Thriller,2017.0,2.33
Immigration Tango,Comedy|Romance,2011.0,2.5
Immoral Tales,Drama|Romance,1974.0,2.99
Immorality,Drama|Thriller,1978.0,2.4
Immortal Beloved,Drama|Romance,1994.0,3.67
Immortal Combat,Action|Adventure,1994.0,3.0
Immortal Fist: The Legend of Wing Chun,Action,2017.0,2.0
Immortal Love,(no genres listed),1961.0,3.08
Immortal Pompeii,Documentary,2020.0,1.5
Immortal Sergeant,Drama|War,1943.0,3.0
"Immortal Story, The (Histoire immortelle)",Drama,1968.0,3.09
Immortality Corridor,Drama|War,2019.0,2.88
Immortals,Action|Drama|Fantasy,2011.0,2.88
"Immortals, The",Action|Crime|Drama,1995.0,2.86
Immortel (ad vitam) (Immortal),Action|Adventure|Animation|Fantasy|Sci-Fi,2004.0,3.11
Impact,Action|Adventure|Drama,2009.0,3.22
Impact,Crime|Drama,1949.0,3.02
Impact After the Crash,Documentary,2013.0,3.0
Impasse du désir,Thriller,2010.0,3.5
Imperfections,Comedy|Crime|Mystery,2016.0,3.0
Imperial Dreams,(no genres listed),2014.0,3.39
Imperial Japanese Dance,(no genres listed),1894.0,2.4
Imperial and Royal Field Marshal,Comedy,1930.0,2.0
Imperium,Crime|Drama|Thriller,2016.0,3.3
Impetigore,Horror|Mystery|Thriller,2019.0,3.43
Impiegati,(no genres listed),1985.0,2.5
Implanted,Drama|Mystery|Sci-Fi|Thriller,2013.0,2.4
Implanted,Sci-Fi|Thriller,2021.0,1.38
Implied Harmonies,(no genres listed),2010.0,1.0
Import/Export,Drama,2007.0,3.36
"Importance of Being Earnest, The",Comedy|Drama|Romance,2002.0,3.61
"Importance of Tying Your Own Shoes, The (Hur många lingon finns det i världen?)",Drama,2011.0,3.5
Impossible Monsters,Thriller,2020.0,2.17
Impossible to Imagine,Romance,2019.0,1.5
"Impossible, The (Imposible, Lo)",Drama|Thriller,2012.0,3.59
"Imposter, The",Documentary,2012.0,3.76
Impostor,Action|Drama|Sci-Fi|Thriller,2002.0,3.16
"Impostors, The",Comedy,1998.0,3.43
Impractical Jokers: The Movie,Comedy,2020.0,2.98
Impressionen unter Wasser,(no genres listed),2002.0,2.0
Imprint,Horror,2006.0,3.67
Imprint,Mystery|Thriller,2007.0,1.25
Imprisoned,Drama,2015.0,2.25
Imprisoned,Thriller,2019.0,1.0
Impromptu,Comedy|Romance,1991.0,3.72
Imps*,Comedy,1985.0,1.5
Impudent Girl (L'effrontée),Comedy|Drama|Romance,1985.0,3.3
Impulse,Crime|Drama,1954.0,2.5
Impulse,Horror|Mystery|Thriller,1974.0,2.0
Impulse,Mystery|Sci-Fi|Thriller,1984.0,2.79
Impulse,Thriller,1990.0,2.5
Impure Thoughts,Comedy,1986.0,2.5
Imputazione di omicidio per uno studente,Drama,1972.0,2.75
Impy's Island,Animation|Children|Fantasy,2006.0,3.5
Impy's Wonderland,Adventure|Animation|Children|Fantasy,2008.0,1.5
In & Of Itself,Documentary,2020.0,3.89
In & Out,Comedy,1997.0,3.16
In 'N Out,(no genres listed),1984.0,4.0
In Absentia,Animation,2000.0,3.0
In Adam's Dress and a Bit in Eve's Too,Comedy,1971.0,2.5
In All Innocence,Drama,1998.0,4.0
In America,Drama|Romance,2002.0,3.87
In Another Country,Drama,2012.0,3.16
In August of 1944,Drama|War,2001.0,2.62
In Balanchine's Classroom,(no genres listed),2021.0,3.0
In Bar,Drama,2007.0,3.33
In Bed (En la cama),Drama,2005.0,2.94
In Bed With Santa,Comedy,2000.0,2.76
In Bed with Victoria,Comedy,2016.0,3.03
In Bed with a Killer,Thriller,2019.0,2.0
In Between,(no genres listed),2016.0,3.5
In Between,Comedy|Drama,2018.0,3.5
In Between Days,Drama,2006.0,3.36
In Between Seasons,Children|Drama|Romance,2018.0,2.67
In Bloom (Grzeli nateli dgeebi),Drama,2013.0,3.6
In Bright Axiom,(no genres listed),2019.0,4.5
In Broad Daylight,Drama|Thriller,1991.0,2.67
In Bruges,Comedy|Crime|Drama|Thriller,2008.0,3.91
In Celebration,(no genres listed),1975.0,3.17
In China They Eat Dogs (I Kina spiser de hunde),Action|Comedy,1999.0,3.68
In Circles,Mystery|Sci-Fi,2017.0,0.5
In Cold Blood,Crime,1996.0,3.43
In Cold Blood,Crime|Drama,1967.0,3.91
In Country,Drama,1989.0,3.18
"In Crowd, The",Thriller,2000.0,2.28
In Custody,Comedy|Drama,1994.0,2.17
In Darkness,Thriller,2018.0,2.75
In Darkness We Fall,Horror,2014.0,1.73
In Debt We Trust: America Before the Bubble Bursts,Documentary,2007.0,4.0
In Deep Sleep,Drama,2020.0,1.0
In Defense of Food,Documentary,2015.0,4.38
In Defense of a Married Man,(no genres listed),1990.0,4.25
In Desert and Wilderness,Adventure,2001.0,1.5
In Dreams,Horror|Thriller,1999.0,2.68
In Dubious Battle,Drama,2017.0,2.47
In Eagle Shadow Fist (Ding tian li di) (Fist of Anger),Action|Drama|War,1973.0,3.06
In Embryo,(no genres listed),2016.0,3.0
In Enemy Hands,War,2004.0,3.1
In Extremis,Horror|Thriller,2017.0,2.83
In Fabric,Comedy|Horror,2018.0,3.17
In Family I Trust,Children|Comedy,2019.0,2.96
In Fear,Thriller,2013.0,2.83
In Football We Trust,Documentary,2015.0,3.5
In Front of Your Face,Drama,2021.0,3.58
In God We Tru$t,Comedy,1980.0,3.06
In God's Country,Drama,2007.0,2.5
In God's Hands,Action|Drama,1998.0,2.63
In Good Company,Comedy|Drama,2004.0,3.36
In Good Conscience: Sister Jeannine Gramick's Journey of Faith,(no genres listed),2004.0,2.25
In Harihar Nagar,Comedy|Thriller,1990.0,2.5
In Harm's Way,Drama|War,1965.0,3.5
In Heaven There Is No Beer?,Documentary,1984.0,3.8
In Her Defense,Thriller,1999.0,3.0
In Her Line of Fire,Action|Drama|Thriller,2006.0,5.0
In Her Name,Crime|Drama,2016.0,3.17
In Her Place,Drama,2014.0,3.0
In Her Shoes,Comedy|Drama,2005.0,3.27
In Her Skin,Drama|Thriller,2009.0,3.03
In His Chart,(no genres listed),2011.0,4.5
In His Father's Shoes,Children|Drama,1997.0,1.5
In His Life: The John Lennon Story,(no genres listed),2000.0,2.0
